accuracy,precision,recall,f1,L1,L2,L3,L4,L5,fold
75.08919469928645,75.68296655990926,71.51914625100633,72.97326459669864,83.5820895522388,82.18810916179336,63.41463414634146,75.31833616298812,66.44736842105263,fold01
73.89613756156571,74.83567408139491,73.81457409588191,73.93354624417805,78.35820895522389,82.16093117408907,85.0,70.80857385398981,70.34774436090225,fold02
75.12313142659639,75.18287857784318,70.22327737513481,71.50789354715904,82.83582089552239,82.86943319838058,70.0,81.5046689303905,58.693609022556394,fold03
