run,layer,metric,n_units,n_finite,mean,sd,ci95_low,ci95_high
run1,Conv,z_euclidean_rsa,19,19,0.9750732126690921,0.016495313496414636,0.9670819704129286,0.9814271990088743
run1,LSTM,z_euclidean_rsa,19,19,0.8393649799143712,0.09896347766763951,0.7934835950419843,0.879781187024941
run1,Attention contribution,z_euclidean_rsa,19,19,0.44528258898785783,0.2485528047336075,0.3353195901558542,0.5496081630151394
run1,Context,z_euclidean_rsa,19,19,-0.006454295619638021,0.2937253549533696,-0.13358431288288214,0.12095685665363982
run2,Conv,z_euclidean_rsa,9,9,0.9537069413207655,0.052720516507844144,0.9172322305454718,0.9803025429874916
run2,LSTM,z_euclidean_rsa,9,9,0.7522673341468383,0.32133557581683864,0.5304219240817117,0.8897061836919811
run2,Attention contribution,z_euclidean_rsa,9,9,0.5193489428359067,0.3113621602396921,0.31648832073897937,0.6997066843169892
run2,Context,z_euclidean_rsa,9,9,0.2074978860373804,0.266854051129273,0.04530848967773361,0.36240335805566837
