accuracy,precision,recall,f1,run,fold,n_test
80.73394495412845,83.09921420654787,76.63048684689517,79.0877721312504,run1,fold01,327
81.59509202453987,81.99458048602214,82.30361351139041,82.11529042328695,run1,fold02,326
84.04907975460122,86.58043853165806,80.55053678973553,82.96722819707497,run1,fold03,326
69.44444444444444,68.26671891327064,66.40780565511749,66.85875706214689,run2,fold01,72
66.19718309859155,67.67676767676768,65.3255346803734,65.75180206506916,run2,fold02,71
66.19718309859155,63.78531862402831,59.89601796053409,60.04855889724311,run2,fold03,71
