fold,condition,accuracy,recall,f1,mcc,auc,aupr,c0,c1,c2,c3,c4,true_probability,logit_margin,stage2_macro_recall
fold01,baseline,75.08919469928645,71.51914625100633,72.97326459669864,59.62845511980655,84.20146361329182,76.55756381566982,83.5820895522388,82.18810916179336,63.41463414634146,75.31833616298812,66.44736842105263,70.51322162151337,3.8527332544326782,74.65127124861137
fold01,maximum,74.394750254842,70.98151184240417,72.2470585993062,58.64949431035018,83.88221977535865,76.12994671646095,83.5820895522388,82.18810916179336,63.41463414634146,73.70543293718166,66.44736842105263,69.82424557209015,3.775706648826599,74.11363684000922
fold01,keep_only_mean,42.69877675840979,36.062382044101,33.0465724774186,4.803805346590607,56.7659171955267,40.159507499978574,71.64179104477611,51.83966861598441,4.878048780487805,29.318760611205434,18.37406015037594,39.7749200463295,-0.35995544493198395,33.177496459188596
fold02,baseline,73.89613756156571,73.81457409588191,73.93354624417805,58.23150732986916,83.52355927498368,73.08977594022288,78.35820895522389,82.16093117408907,85.0,70.80857385398981,70.34774436090225,72.01038002967834,3.8167110681533813,74.43908312966037
fold02,maximum,73.19191220945304,73.27693968727975,73.33249901281306,57.236435067710545,83.05299194445499,72.62330819758144,78.35820895522389,82.16093117408907,85.0,69.19567062818336,70.34774436090225,71.30631506443024,3.666488766670227,73.90144872105823
fold02,keep_only_mean,49.28497364555431,45.55501935832879,44.5544347360009,17.811793385383588,63.06660178438261,47.982266523478046,29.1044776119403,62.550607287449395,50.0,66.893039049236,46.616541353383454,44.9901208281517,0.3332536146044731,58.686729230022955
fold03,baseline,75.12313142659639,70.22327737513481,71.50789354715904,59.45818400683823,84.40258251478181,76.07301369549795,82.83582089552239,82.86943319838058,70.0,81.5046689303905,58.693609022556394,73.54487180709839,3.840157985687256,74.35590371710916
fold03,maximum,75.27650565972522,70.63994404180148,71.83479164460448,59.72954543008644,84.14208774431074,75.38205528561211,82.83582089552239,82.86943319838058,72.5,81.5046689303905,58.693609022556394,73.66188764572144,3.837913751602173,74.35590371710916
fold03,keep_only_mean,25.803594573576426,31.75418396274008,22.82786601775168,-2.66170715553366,52.486245309930766,40.474746808485534,7.462686567164178,31.882591093117405,37.5,20.033955857385397,57.70676691729323,29.539641737937927,-1.1675223112106323,36.54110462259868
