architecture,architecture_label,target,target_label,fold,condition,accuracy,recall,f1,mcc,auc,aupr,c0,c1,c2,c3,c4,true_probability,logit_margin,stage2_macro_recall
no_lstm,NoLSTM,5,L5,fold01,attention_zero,69.4762996941896,67.62039609425702,68.19069301835077,51.82510316570095,75.71573320764584,64.63787054727518,76.11940298507463,69.43226120857699,65.85365853658537,73.67359932088286,68.37406015037594,63.29364478588104,2.201658632606268,70.4933068932786
no_lstm,NoLSTM,5,L5,fold01,random_window,66.56230886850152,65.57230712182593,64.89749739732717,47.44579419830376,75.29845283763996,63.48371622875934,76.11940298507466,63.073708576998044,65.85365853658539,67.31504668930391,62.22979323308272,60.69676151871681,1.8695940352138132,64.20618283312822
no_lstm,NoLSTM,2,L2,fold02,baseline,65.28557850168497,63.48911088784514,64.35977694374506,43.32465179652857,73.31539487925986,61.70785186520387,75.3731343283582,64.09412955465588,70.0,69.42911714770798,58.599624060150376,54.835428297519684,1.3148794416338205,64.04095692083807
no_lstm,NoLSTM,2,L2,fold02,maximum,63.50773351767044,61.53109083771982,61.98985931544143,40.41044087530359,71.44289734417698,59.65484997019047,75.3731343283582,61.791497975708495,70.0,67.12648556876061,52.725563909774436,53.906357288360596,1.1984886303544044,60.54784915141452
no_lstm,NoLSTM,2,L2,fold02,attention_shuffle,65.74570120107145,63.25387872016992,64.11375813069506,43.9554831749864,73.23952680077971,61.54256911421432,74.6268656716418,67.332995951417,70.0,70.74490662139219,56.34398496240601,53.821343183517456,1.232080397196114,64.80729584507174
no_lstm,NoLSTM,2,L2,fold02,attention_zero,63.81448198392811,61.750389083333864,62.28498860768313,40.889873956702914,72.97765258516155,61.280183760854655,75.3731343283582,62.449392712550605,70.0,67.78438030560272,53.383458646616546,54.205988347530365,1.2541773989796638,61.20574388825662
no_lstm,NoLSTM,2,L2,fold02,random_window,63.58288689190356,61.57995834230218,62.19219391768167,40.47478632009983,71.65010479058682,60.076058244915664,75.1268656716418,62.061234817813755,70.0,67.39622241086586,52.99530075187971,54.033857583999634,1.2293473971262574,60.81758599351978
no_lstm,NoLSTM,3,L3,fold02,baseline,65.28557850168497,63.48911088784514,64.35977694374506,43.32465179652857,73.31539487925986,61.70785186520387,75.3731343283582,64.09412955465588,70.0,69.42911714770798,58.599624060150376,54.835428297519684,1.3148794416338205,64.04095692083807
no_lstm,NoLSTM,3,L3,fold02,maximum,65.28557850168497,63.48911088784514,64.35977694374506,43.32465179652857,73.30241667655329,61.334208249584805,75.3731343283582,64.09412955465588,70.0,69.42911714770798,58.599624060150376,54.81615513563156,1.3123634196817875,64.04095692083807
no_lstm,NoLSTM,3,L3,fold02,attention_shuffle,65.28557850168497,63.48911088784514,64.35977694374506,43.32465179652857,73.39123919262865,61.876789614585846,75.3731343283582,64.09412955465588,70.0,69.42911714770798,58.599624060150376,54.876551032066345,1.3193114548921585,64.04095692083807
no_lstm,NoLSTM,3,L3,fold02,attention_zero,65.28557850168497,63.48911088784514,64.35977694374506,43.32465179652857,73.28770900479978,61.6924204713403,75.3731343283582,64.09412955465588,70.0,69.42911714770798,58.599624060150376,54.83356416225433,1.3149109426885843,64.04095692083807
no_lstm,NoLSTM,3,L3,fold02,random_window,65.32545580229846,63.59744422117849,64.44048715960602,43.401306250015324,73.33046873985954,61.39653993126042,75.3731343283582,64.0941295546559,70.65,69.42911714770798,58.59962406015041,54.847112476825714,1.3145751580968499,64.04095692083806
no_lstm,NoLSTM,5,L5,fold02,baseline,65.28557850168497,63.48911088784514,64.35977694374506,43.32465179652857,73.31539487925986,61.70785186520387,75.3731343283582,64.09412955465588,70.0,69.42911714770798,58.599624060150376,54.835428297519684,1.3148794416338205,64.04095692083807
no_lstm,NoLSTM,5,L5,fold02,maximum,63.661107750799275,61.640739960526844,62.4058469506515,40.55976827629986,71.51996776155735,59.638766289910365,75.3731343283582,62.12044534412955,70.0,67.45543293718166,53.05451127819549,53.89442294836044,1.2021898739039898,60.87679651983556
no_lstm,NoLSTM,5,L5,fold02,attention_shuffle,66.3591981335868,64.25665474749427,65.57187722243197,44.998661457806136,72.91485177223268,60.830234591179874,75.3731343283582,66.39676113360323,70.0,71.73174872665535,60.902255639097746,54.19214218854904,1.2806018628180027,66.34358849978544
no_lstm,NoLSTM,5,L5,fold02,attention_zero,65.28557850168497,63.48911088784514,64.4655696671457,43.29506535523866,73.39163117351015,61.81813123539193,75.3731343283582,64.09412955465588,70.0,69.42911714770798,58.599624060150376,54.76442873477936,1.307196218520403,64.04095692083807
no_lstm,NoLSTM,5,L5,fold02,random_window,63.87583167717963,61.79424873245667,62.58077155372793,40.89916432699345,71.53782256607728,59.763818332148624,75.3731343283582,62.58097165991902,70.0,67.91595925297115,53.51503759398495,53.899630680680275,1.2358699240535498,61.337322835625045
no_lstm,NoLSTM,2,L2,fold03,baseline,72.75987211613239,70.38454507254396,69.92392431422152,56.348864688059415,81.6294301365956,71.02037433739589,77.61194029850746,77.93522267206478,75.0,74.95755517826825,60.902255639097746,67.1409547328949,3.0407798439264297,71.2650111631436
no_lstm,NoLSTM,2,L2,fold03,maximum,69.44828480082953,67.87948434379902,66.89754380750728,51.208977807177476,80.84156453063235,68.99502761008554,77.61194029850746,70.42004048582996,75.0,69.36544991511036,55.310150375939855,64.84162509441376,2.613070547580719,65.03188025896006
no_lstm,NoLSTM,2,L2,fold03,attention_shuffle,65.829949019269,65.7045759188906,62.7561801924025,47.58069407841454,80.38823021372431,69.75125129733863,77.61194029850746,60.32388663967612,75.0,63.11544991511036,52.631578947368425,62.2955322265625,2.361564114689827,58.69030516738496
no_lstm,NoLSTM,2,L2,fold03,attention_zero,71.68625248423052,69.61700121289485,68.76078246785826,54.753318376853144,81.67717823323395,70.944032898714,77.61194029850746,75.63259109311741,75.0,72.65492359932088,58.599624060150376,66.55166745185852,2.8735299855470657,68.96237958419623
no_lstm,NoLSTM,2,L2,fold03,random_window,69.46094357556382,67.84726437078959,66.97954508554804,51.186710201614304,80.49552119860037,68.54383201385922,77.61194029850746,70.32338056680162,75.0,69.8457130730051,55.79041353383459,64.84598648548126,2.642103129401803,65.3198357245471
no_lstm,NoLSTM,3,L3,fold03,baseline,72.75987211613239,70.38454507254396,69.92392431422152,56.348864688059415,81.6294301365956,71.02037433739589,77.61194029850746,77.93522267206478,75.0,74.95755517826825,60.902255639097746,67.1409547328949,3.0407798439264297,71.2650111631436
no_lstm,NoLSTM,3,L3,fold03,maximum,72.75987211613239,70.38454507254396,69.93321822182052,56.262979640883316,80.94948983229196,70.49492895634322,77.61194029850746,77.93522267206478,75.0,74.95755517826825,60.902255639097746,67.05910563468933,3.001576066017151,71.2650111631436
no_lstm,NoLSTM,3,L3,fold03,attention_shuffle,72.91324634926121,70.80121173921063,70.22932249442437,56.55302333799614,81.98959401914777,71.61146318214111,77.61194029850746,77.93522267206478,77.5,74.95755517826825,60.902255639097746,67.47358441352844,3.074675589799881,71.2650111631436
no_lstm,NoLSTM,3,L3,fold03,attention_zero,72.75987211613239,70.38454507254396,69.92392431422152,56.348864688059415,81.6294301365956,71.02037433739589,77.61194029850746,77.93522267206478,75.0,74.95755517826825,60.902255639097746,67.13829040527344,3.040510445833206,71.2650111631436
no_lstm,NoLSTM,3,L3,fold03,random_window,72.75987211613236,70.38454507254394,69.93321822182052,56.26297964088333,80.96324293015887,70.52155330700546,77.61194029850746,77.9352226720648,75.0,74.95755517826824,60.902255639097746,67.06065717339516,3.0031612525880336,71.26501116314361
no_lstm,NoLSTM,5,L5,fold03,baseline,72.75987211613239,70.38454507254396,69.92392431422152,56.348864688059415,81.6294301365956,71.02037433739589,77.61194029850746,77.93522267206478,75.0,74.95755517826825,60.902255639097746,67.1409547328949,3.0407798439264297,71.2650111631436
no_lstm,NoLSTM,5,L5,fold03,maximum,70.76600708545752,68.95910647605274,67.90177271146129,53.29447687089554,80.45975793615499,68.48680970361785,77.61194029850746,73.6589068825911,75.0,70.68123938879457,56.62593984962406,65.68403840065002,2.629543885588646,66.9886953736699
no_lstm,NoLSTM,5,L5,fold03,attention_shuffle,67.26648232956018,67.83128692718054,64.42383031110941,50.88020446854827,80.98462892913625,70.35426484863055,77.61194029850746,63.13259109311741,75.0,60.15492359932088,53.242481203007515,62.71233558654785,2.3125762194395065,58.8433319651486
no_lstm,NoLSTM,5,L5,fold03,attention_zero,73.15734900198738,71.35572301740612,70.4899845916795,57.14752425964283,82.32946319788144,72.11467654775339,77.61194029850746,77.27732793522267,75.0,74.29966044142614,63.81578947368421,67.71473586559296,2.9951741993427277,71.79759261677768
no_lstm,NoLSTM,5,L5,fold03,random_window,71.39166594659984,69.62624306753142,68.6175605387426,54.30528216471417,80.49829754155942,68.70292534940793,77.61194029850746,74.51745951417006,75.0,71.53979202037351,58.62734962406015,65.78922641277313,2.6792838881909846,68.22820038620122
no_attention,NoAttention,2,L2,fold01,baseline,70.14525993883792,67.64842765301748,68.86081677453036,52.01740239494967,81.33798239573773,71.40096321412825,84.32835820895522,68.89619883040936,73.17073170731707,74.98938879456705,62.546992481203006,62.52370625734329,2.9441015645861626,68.81086003539313
no_attention,NoAttention,2,L2,fold01,maximum,64.62793068297655,63.35895490733259,62.18467073567311,43.8412481715876,78.9988395587885,65.38679884084047,83.5820895522388,54.788011695906434,73.17073170731707,68.04966044142614,53.994360902255636,58.790746331214905,2.3404004126787186,58.944011013196075
no_attention,NoAttention,2,L2,fold01,attention_shuffle,70.14525993883792,67.64842765301748,68.86081677453036,52.01740239494967,81.33593448643694,71.35040682439264,84.32835820895522,68.89619883040936,73.17073170731707,74.98938879456705,62.546992481203006,62.52370625734329,2.944101572036743,68.81086003539313
no_attention,NoAttention,2,L2,fold01,attention_zero,69.756625891947,67.25044194801423,68.3546955518023,51.578761268617605,81.51598515020902,71.79476726419816,84.32835820895522,67.70224171539961,73.17073170731707,75.64728353140916,63.204887218045116,62.30497509241104,2.9846443980932236,68.85147082161795
no_attention,NoAttention,2,L2,fold01,random_window,65.54759174311927,64.1651294009902,63.03432856788365,45.37338853629529,78.7524420318441,64.88309701885288,83.14179104477613,55.958942495126706,73.17073170731706,68.83648132427842,53.313439849624054,58.64830066263676,2.229406553469598,59.36962122300974
no_attention,NoAttention,3,L3,fold01,baseline,70.14525993883792,67.64842765301748,68.86081677453036,52.01740239494967,81.33798239573773,71.40096321412825,84.32835820895522,68.89619883040936,73.17073170731707,74.98938879456705,62.546992481203006,62.52370625734329,2.9441015645861626,68.81086003539313
no_attention,NoAttention,3,L3,fold01,maximum,70.83970438328237,68.18606206161962,69.4592687156933,53.00474724268442,81.79486052690368,72.03664050492213,84.32835820895522,68.89619883040936,73.17073170731707,76.60229202037351,62.546992481203006,62.79708296060562,2.9565572068095207,69.34849444399529
no_attention,NoAttention,3,L3,fold01,attention_shuffle,70.14525993883792,67.64842765301748,68.86081677453036,52.01740239494967,81.33593448643694,71.35040682439264,84.32835820895522,68.89619883040936,73.17073170731707,74.98938879456705,62.546992481203006,62.52370625734329,2.944101572036743,68.81086003539313
no_attention,NoAttention,3,L3,fold01,attention_zero,70.14525993883792,67.64842765301748,68.86081677453036,52.01740239494967,81.25869980283215,71.37812669645683,84.32835820895522,68.89619883040936,73.17073170731707,74.98938879456705,62.546992481203006,62.47110664844513,2.940297193825245,68.81086003539313
no_attention,NoAttention,3,L3,fold01,random_window,70.72859327217125,68.10004055624329,69.3718308419931,52.821522676441774,81.88947425360644,72.17015475491223,84.32835820895524,68.89619883040936,73.17073170731706,76.34422750424447,62.54699248120301,62.92705273628235,2.9671488841995597,69.26247293861894
no_attention,NoAttention,5,L5,fold01,baseline,70.14525993883792,67.64842765301748,68.86081677453036,52.01740239494967,81.33798239573773,71.40096321412825,84.32835820895522,68.89619883040936,73.17073170731707,74.98938879456705,62.546992481203006,62.52370625734329,2.9441015645861626,68.81086003539313
no_attention,NoAttention,5,L5,fold01,maximum,66.08690112130479,64.0456707607869,63.45928266629453,45.803150851701766,78.15853711255961,64.32485716395698,84.32835820895522,61.6593567251462,73.17073170731707,67.7525466893039,51.738721804511286,59.04916673898697,2.1252003461122513,60.3835417396538
no_attention,NoAttention,5,L5,fold01,attention_shuffle,70.14525993883792,67.64842765301748,68.86081677453036,52.01740239494967,81.33593448643694,71.35040682439264,84.32835820895522,68.89619883040936,73.17073170731707,74.98938879456705,62.546992481203006,62.52370625734329,2.944101572036743,68.81086003539313
no_attention,NoAttention,5,L5,fold01,attention_zero,69.83944954128441,67.42912940740344,68.49658271431461,51.53143607642234,81.49579261682265,71.74449656825425,84.32835820895522,68.23830409356725,73.17073170731707,74.33149405772495,61.889097744360896,62.35315352678299,2.961112789809704,68.15296529855104
no_attention,NoAttention,5,L5,fold01,random_window,66.08486238532112,64.15500660038589,63.711763878044195,45.78622057084434,78.35764058307751,65.16861948197885,84.32835820895524,61.415935672514614,73.17073170731706,67.50912563667231,52.066729323308266,59.099798917770386,2.1937776680290697,60.3305968774984
no_attention,NoAttention,2,L2,fold02,baseline,72.64106109046921,74.09057740273056,72.07978239829231,58.24515871022005,84.26911279895234,73.05516147117558,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.6328182220459,3.8984109461307526,77.42685653339304
no_attention,NoAttention,2,L2,fold02,maximum,69.39211958869782,70.94328609754452,68.75516522529601,52.787141263145585,82.03210923045353,70.70063138456007,79.8507462686567,67.99089068825911,72.5,64.95118845500849,82.00187969924812,65.86509346961975,3.6758049726486206,71.64798628083858
no_attention,NoAttention,2,L2,fold02,attention_shuffle,72.64106109046921,74.09057740273056,72.07978239829231,58.24515871022005,84.27005805001102,73.06111493091169,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.6328182220459,3.8984109461307526,77.42685653339304
no_attention,NoAttention,2,L2,fold02,attention_zero,71.56744145856734,73.32303354308144,70.84675018266992,56.531524694892326,84.8165760822487,73.57267922707354,79.8507462686567,71.5587044534413,72.5,66.59592529711375,87.21804511278197,67.2201931476593,3.9338763058185577,75.12422495444567
no_attention,NoAttention,2,L2,fold02,random_window,69.0728851637432,70.67227274326329,68.50257072362342,52.26373568983584,81.46578426570316,70.30213899737375,80.11940298507463,67.29352226720648,72.5,64.25382003395588,81.05451127819549,65.68218088150024,3.5170935463905333,70.8672845264526
no_attention,NoAttention,3,L3,fold02,baseline,72.64106109046921,74.09057740273056,72.07978239829231,58.24515871022005,84.26911279895234,73.05516147117558,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.6328182220459,3.8984109461307526,77.42685653339304
no_attention,NoAttention,3,L3,fold02,maximum,72.64106109046921,74.09057740273056,72.15569836922674,58.05817960158733,83.78237842232792,72.37277336773641,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.55467653274536,3.8664891123771667,77.42685653339304
no_attention,NoAttention,3,L3,fold02,attention_shuffle,72.64106109046921,74.09057740273056,72.07978239829231,58.24515871022005,84.27005805001102,73.06111493091169,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.6328182220459,3.8984109461307526,77.42685653339304
no_attention,NoAttention,3,L3,fold02,attention_zero,72.64106109046921,74.09057740273056,72.07978239829231,58.24515871022005,84.30799269549573,73.14868171911888,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.64408349990845,3.8994991779327393,77.42685653339304
no_attention,NoAttention,3,L3,fold02,random_window,72.64106109046921,74.09057740273056,72.15569836922674,58.058179601587334,83.89681658528988,72.38757434779853,79.85074626865672,73.86133603238865,72.5,68.8985568760611,89.52067669172934,67.5306047797203,3.869743395745754,77.42685653339304
no_attention,NoAttention,5,L5,fold02,baseline,72.64106109046921,74.09057740273056,72.07978239829231,58.24515871022005,84.26911279895234,73.05516147117558,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.6328182220459,3.8984109461307526,77.42685653339304
no_attention,NoAttention,5,L5,fold02,maximum,69.08537112244016,70.17453730247993,68.57454625809056,52.057149133660516,79.89360498967514,67.86214983250827,79.8507462686567,69.25607287449392,72.5,64.29329371816638,77.77255639097744,64.64847922325134,3.254096359014511,70.44064099454592
no_attention,NoAttention,5,L5,fold02,attention_shuffle,72.64106109046921,74.09057740273056,72.07978239829231,58.24515871022005,84.27005805001102,73.06111493091169,79.8507462686567,73.86133603238866,72.5,68.89855687606112,89.52067669172932,67.6328182220459,3.8984109461307526,77.42685653339304
no_attention,NoAttention,5,L5,fold02,attention_zero,71.87418992482503,73.54233178869548,71.54184144015409,56.86161251125599,84.18504804289171,73.07632346592834,79.8507462686567,72.2165991902834,72.5,67.25382003395586,87.87593984962406,67.3750638961792,3.879756271839142,75.78211969128778
no_attention,NoAttention,5,L5,fold02,random_window,68.56543247213341,69.80282677616415,68.01934154737343,51.26843467020599,79.55354380257513,67.35782245995752,79.85074626865672,68.14094129554655,72.5,63.17816213921901,76.65742481203007,64.15897178649902,3.1679970221221447,69.32550941559856
no_attention,NoAttention,2,L2,fold03,baseline,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,76.42598724948928,68.96299040886164,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.70622664690018,2.4092563092708588,68.3086049490973
no_attention,NoAttention,2,L2,fold03,maximum,68.41570897779314,66.3056390095642,66.15093465093464,49.375055185602804,74.29376424324339,65.99070150947612,84.32835820895522,70.57186234817814,82.5,70.44779286926995,54.088345864661655,62.118396162986755,2.2072927057743073,65.03600036070324
no_attention,NoAttention,2,L2,fold03,attention_shuffle,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,76.42598724948928,68.96988786009408,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.706229627132416,2.4092563092708588,68.3086049490973
no_attention,NoAttention,2,L2,fold03,attention_zero,70.04017972867882,67.60455938743195,67.47332435296258,51.84707185309587,75.8729288750699,68.3358338867773,84.32835820895522,74.46862348178138,82.5,72.42147707979626,56.06203007518797,63.1724938750267,2.3910907804965973,67.6507102122552
no_attention,NoAttention,2,L2,fold03,random_window,68.30681327227167,66.2277881323712,65.93263185802392,49.22751862601887,74.00400030603417,65.05231596363443,84.32835820895524,70.33830971659918,82.5,70.214240237691,53.8547932330827,61.9167490452528,2.0533134916424753,64.8024477291243
no_attention,NoAttention,3,L3,fold03,baseline,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,76.42598724948928,68.96299040886164,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.70622664690018,2.4092563092708588,68.3086049490973
no_attention,NoAttention,3,L3,fold03,maximum,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,75.96545555322504,68.5608978696157,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.690319657325745,2.3788854777812958,68.3086049490973
no_attention,NoAttention,3,L3,fold03,attention_shuffle,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,76.42598724948928,68.96988786009408,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.706229627132416,2.4092563092708588,68.3086049490973
no_attention,NoAttention,3,L3,fold03,attention_zero,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,76.35840169786394,68.91181319457297,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.69536817073822,2.400654226541519,68.3086049490973
no_attention,NoAttention,3,L3,fold03,random_window,70.3469281949365,67.823857633046,67.70728633594473,52.34917662086604,75.70641759192671,68.10322047649076,84.32835820895524,75.12651821862347,82.5,73.0793718166384,56.71992481203009,63.69122336804867,2.345200315117836,68.30860494909733
no_attention,NoAttention,5,L5,fold03,baseline,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,76.42598724948928,68.96299040886164,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.70622664690018,2.4092563092708588,68.3086049490973
no_attention,NoAttention,5,L5,fold03,maximum,67.73956623174631,65.95982254532669,65.13651117942435,48.383876616119075,73.71105835653992,64.81934201334971,84.32835820895522,69.53441295546558,82.5,67.48726655348047,51.127819548872175,61.26199960708618,1.7643848657608032,62.716499685939404
no_attention,NoAttention,5,L5,fold03,attention_shuffle,70.3469281949365,67.82385763304599,67.70528862893082,52.34993929797422,76.42598724948928,68.96988786009408,84.32835820895522,75.12651821862349,82.5,73.07937181663837,56.71992481203007,63.706229627132416,2.4092563092708588,68.3086049490973
no_attention,NoAttention,5,L5,fold03,attention_zero,70.59103084766267,68.68538645510112,68.56406973860865,52.88248941026558,76.54767588247739,68.86989657082582,84.32835820895522,74.13967611336032,82.5,72.0925297113752,59.30451127819549,63.524116575717926,2.3697442710399628,68.51223903431034
no_attention,NoAttention,5,L5,fold03,random_window,67.6996889311328,65.93131377339687,65.1549355839714,48.31382595266145,73.27329544046279,63.69073134523349,84.32835820895524,69.4488866396761,82.5,67.40174023769102,51.04229323308273,61.131837606430054,1.7830339688062669,62.63097337014995
