architecture,architecture_label,target,target_label,fold,condition,accuracy,recall,f1,mcc,auc,aupr,c0,c1,c2,c3,c4,true_probability,logit_margin,stage2_macro_recall
full,Full,5,L5,fold01,baseline,75.08919469928645,71.51914625100633,72.97326459669864,59.62845511980655,84.20146361329182,76.55756381566982,83.5820895522388,82.18810916179336,63.41463414634146,75.31833616298812,66.44736842105263,70.51322162151337,3.8527332544326782,74.65127124861137
full,Full,5,L5,fold01,maximum,72.86569826707441,69.23217883245997,70.14809611839456,56.06826716587449,82.51107279258636,74.03876149217095,83.5820895522388,78.89863547758284,63.41463414634146,72.0288624787776,59.58646616541354,68.37455332279205,3.5420379638671875,70.17132137392467
full,Full,5,L5,fold01,attention_shuffle,72.24133537206932,67.39947206554267,68.67571277260117,55.06617845528302,82.09220841205286,73.06776259997484,83.5820895522388,80.5433723196881,63.41463414634146,73.67359932088286,54.088345864661655,66.81062579154968,3.4807780981063843,69.43510583507754
full,Full,5,L5,fold01,attention_zero,74.78338430173292,71.29984800539229,72.87851333537697,59.112676826047654,84.31317433655317,76.98774872364702,83.5820895522388,81.53021442495127,63.41463414634146,74.66044142614601,65.78947368421052,70.38963735103607,3.8697376251220703,73.99337651176927
full,Full,5,L5,fold01,random_window,72.51610601427114,68.90946579987852,69.6478875859501,55.5343021531409,82.577846841592,74.03213488212242,83.58208955223878,78.30192495126705,63.414634146341456,71.43215195246181,58.61832706766918,68.06406794190407,3.504442178606987,69.45080132379934
full,Full,2,L2,fold02,baseline,73.89613756156571,73.81457409588191,73.93354624417805,58.23150732986916,83.52355927498368,73.08977594022288,78.35820895522389,82.16093117408907,85.0,70.80857385398981,70.34774436090225,72.01038002967834,3.8167110681533813,74.43908312966037
full,Full,2,L2,fold02,maximum,74.38434286701806,74.4534596277368,74.32112920544475,59.25455418189733,84.08657311313311,73.89386124321678,79.1044776119403,83.70445344129554,85.0,68.50594227504244,68.04511278195488,72.32889235019684,3.855481266975403,73.41850283276429
full,Full,2,L2,fold02,attention_shuffle,74.04951179469455,74.02761445111241,74.09346773480019,58.91258197882193,83.54833007370239,73.71155481180654,78.35820895522389,84.41295546558703,85.0,69.5246179966044,70.6766917293233,71.58329486846924,3.6802207231521606,74.8714217305049
full,Full,2,L2,fold02,attention_zero,74.69109133327572,74.65802888670513,74.67251260584763,59.72372733247039,84.19924840226571,73.81040013379615,78.35820895522389,84.6912955465587,85.0,69.49278438030561,69.03195488721803,72.77202010154724,3.9189579486846924,74.40534493802745
full,Full,2,L2,fold02,random_window,72.51035168063596,72.8654214735294,72.64856741840207,56.10322482660793,83.18686327082027,72.77576158740592,78.37164179104478,79.5132085020243,85.0,67.31593803056029,67.06156015037594,70.74724239706993,3.654225413799286,71.2969022276535
full,Full,3,L3,fold02,baseline,73.89613756156571,73.81457409588191,73.93354624417805,58.23150732986916,83.52355927498368,73.08977594022288,78.35820895522389,82.16093117408907,85.0,70.80857385398981,70.34774436090225,72.01038002967834,3.8167110681533813,74.43908312966037
full,Full,3,L3,fold02,maximum,73.19191220945304,73.27693968727975,73.33249901281306,57.236435067710545,83.05299194445499,72.62330819758144,78.35820895522389,82.16093117408907,85.0,69.19567062818336,70.34774436090225,71.30631506443024,3.666488766670227,73.90144872105823
full,Full,3,L3,fold02,attention_shuffle,73.19191220945304,73.27693968727975,73.119982715551,57.26648460767389,83.32665336335268,73.09338994734355,78.35820895522389,82.16093117408907,85.0,69.19567062818336,70.34774436090225,71.56433165073395,3.7341772317886353,73.90144872105823
full,Full,3,L3,fold02,attention_zero,73.89613756156571,73.81457409588191,73.93354624417805,58.23150732986916,83.41977589870456,72.98450639421571,78.35820895522389,82.16093117408907,85.0,70.80857385398981,70.34774436090225,72.0101147890091,3.7817769050598145,74.43908312966037
full,Full,3,L3,fold02,random_window,73.19191220945304,73.27693968727975,73.32798878143943,57.23676006965152,83.07325657838626,72.66725677972602,78.35820895522387,82.16093117408909,85.0,69.1956706281834,70.34774436090223,71.30653291344643,3.6664574279785156,73.90144872105823
full,Full,5,L5,fold02,baseline,73.89613756156571,73.81457409588191,73.93354624417805,58.23150732986916,83.52355927498368,73.08977594022288,78.35820895522389,82.16093117408907,85.0,70.80857385398981,70.34774436090225,72.01038002967834,3.8167110681533813,74.43908312966037
full,Full,5,L5,fold02,maximum,71.7208156916962,70.88537610089443,70.80558651837873,54.46222369583343,80.64424778702309,69.25421862163002,78.35820895522389,80.51619433198381,85.0,69.16383701188455,61.560150375939855,70.07084786891937,3.341107726097107,70.41339390660274
full,Full,5,L5,fold02,attention_shuffle,74.11215760822606,73.28199264224781,73.5029161356894,58.53995577346588,82.90416560504937,71.32388196224764,78.35820895522389,84.13461538461539,85.0,72.78225806451613,68.75,71.14299535751343,3.4873650074005127,75.2222911497105
full,Full,5,L5,fold02,attention_zero,72.27166681068003,71.96620316856362,71.77330363659533,55.51010366887584,82.62799040165983,71.13399083147614,78.35820895522389,80.18724696356276,85.0,68.8348896434635,64.80263157894737,70.79419493675232,3.5997337102890015,71.27492272865787
full,Full,5,L5,fold02,random_window,71.82050894322994,70.956648030719,70.80470482798837,54.64882351455916,80.80291504784249,69.41009701289065,78.35820895522387,80.73001012145748,85.0,69.37765280135822,61.77396616541354,70.04404605031013,3.345701356053352,70.62720969607643
full,Full,2,L2,fold03,baseline,75.12313142659639,70.22327737513481,71.50789354715904,59.45818400683823,84.40258251478181,76.07301369549795,82.83582089552239,82.86943319838058,70.0,81.5046689303905,58.693609022556394,73.54487180709839,3.840157985687256,74.35590371710916
full,Full,2,L2,fold03,maximum,72.33431262421152,67.95438398782036,68.8775576079074,54.97939602667137,82.75728111128976,73.79227304017822,82.83582089552239,76.06275303643724,70.0,78.54414261460101,55.733082706766915,70.69415748119354,3.4419679641723633,70.1133261192684
full,Full,2,L2,fold03,attention_shuffle,72.05564676401971,68.6831367008685,67.61346586537744,55.32172297858652,83.71900831438859,75.10004678483901,82.83582089552239,76.29048582995952,70.0,73.31281833616299,55.6860902255639,70.09451389312744,3.498761534690857,68.42979813056213
