comparison_id,comparison_label,comparison_family,stage,true_class,true_label,predicted_class,predicted_label,row_n,baseline_count,intervention_count,baseline_row_percent,intervention_row_percent,delta_row_pp
mask_max_L5,Maximum mask L5,input_mask,run2,2,L5 Walking,2,L5 Walking,42,19,16,45.23809523809524,38.095238095238095,-7.142857142857143
attention_zero_L2,Attention zero L2,attention_intervention,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,66,79.74683544303798,83.54430379746836,3.7974683544303796
attention_zero_L2,Attention zero L2,attention_intervention,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,12,16.455696202531644,15.189873417721518,-1.2658227848101267
attention_zero_L2,Attention zero L2,attention_intervention,run2,0,L2 Wrong hole,2,L5 Walking,79,3,1,3.7974683544303796,1.2658227848101267,-2.5316455696202533
attention_zero_L2,Attention zero L2,attention_intervention,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,23,25.806451612903224,24.731182795698924,-1.075268817204301
attention_zero_L2,Attention zero L2,attention_intervention,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,63,66.66666666666667,67.74193548387096,1.075268817204301
attention_zero_L2,Attention zero L2,attention_intervention,run2,1,L4 Changing direction,2,L5 Walking,93,7,7,7.526881720430108,7.526881720430108,0.0
attention_zero_L2,Attention zero L2,attention_intervention,run2,2,L5 Walking,0,L2 Wrong hole,42,9,9,21.428571428571427,21.428571428571427,0.0
attention_zero_L2,Attention zero L2,attention_intervention,run2,2,L5 Walking,1,L4 Changing direction,42,14,14,33.333333333333336,33.333333333333336,0.0
attention_zero_L2,Attention zero L2,attention_intervention,run2,2,L5 Walking,2,L5 Walking,42,19,19,45.23809523809524,45.23809523809524,0.0
attention_zero_L3,Attention zero L3,attention_intervention,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,63,79.74683544303798,79.74683544303798,0.0
attention_zero_L3,Attention zero L3,attention_intervention,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,13,16.455696202531644,16.455696202531644,0.0
attention_zero_L3,Attention zero L3,attention_intervention,run2,0,L2 Wrong hole,2,L5 Walking,79,3,3,3.7974683544303796,3.7974683544303796,0.0
attention_zero_L3,Attention zero L3,attention_intervention,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,24,25.806451612903224,25.806451612903224,0.0
attention_zero_L3,Attention zero L3,attention_intervention,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,61,66.66666666666667,65.59139784946237,-1.075268817204301
attention_zero_L3,Attention zero L3,attention_intervention,run2,1,L4 Changing direction,2,L5 Walking,93,7,8,7.526881720430108,8.602150537634408,1.075268817204301
attention_zero_L3,Attention zero L3,attention_intervention,run2,2,L5 Walking,0,L2 Wrong hole,42,9,9,21.428571428571427,21.428571428571427,0.0
attention_zero_L3,Attention zero L3,attention_intervention,run2,2,L5 Walking,1,L4 Changing direction,42,14,14,33.333333333333336,33.333333333333336,0.0
attention_zero_L3,Attention zero L3,attention_intervention,run2,2,L5 Walking,2,L5 Walking,42,19,19,45.23809523809524,45.23809523809524,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,63,79.74683544303798,79.74683544303798,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,13,16.455696202531644,16.455696202531644,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,0,L2 Wrong hole,2,L5 Walking,79,3,3,3.7974683544303796,3.7974683544303796,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,24,25.806451612903224,25.806451612903224,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,62,66.66666666666667,66.66666666666667,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,1,L4 Changing direction,2,L5 Walking,93,7,7,7.526881720430108,7.526881720430108,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,2,L5 Walking,0,L2 Wrong hole,42,9,9,21.428571428571427,21.428571428571427,0.0
attention_zero_L5,Attention zero L5,attention_intervention,run2,2,L5 Walking,1,L4 Changing direction,42,14,15,33.333333333333336,35.714285714285715,2.380952380952381
attention_zero_L5,Attention zero L5,attention_intervention,run2,2,L5 Walking,2,L5 Walking,42,19,18,45.23809523809524,42.857142857142854,-2.380952380952381
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,66,79.74683544303798,83.54430379746836,3.7974683544303796
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,11,16.455696202531644,13.924050632911392,-2.5316455696202533
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,0,L2 Wrong hole,2,L5 Walking,79,3,2,3.7974683544303796,2.5316455696202533,-1.2658227848101267
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,25,25.806451612903224,26.881720430107528,1.075268817204301
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,60,66.66666666666667,64.51612903225806,-2.150537634408602
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,1,L4 Changing direction,2,L5 Walking,93,7,8,7.526881720430108,8.602150537634408,1.075268817204301
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,2,L5 Walking,0,L2 Wrong hole,42,9,10,21.428571428571427,23.80952380952381,2.380952380952381
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,2,L5 Walking,1,L4 Changing direction,42,14,12,33.333333333333336,28.571428571428573,-4.761904761904762
attention_shuffle_L2,Attention shuffle L2,attention_intervention,run2,2,L5 Walking,2,L5 Walking,42,19,20,45.23809523809524,47.61904761904762,2.380952380952381
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,63,79.74683544303798,79.74683544303798,0.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,13,16.455696202531644,16.455696202531644,0.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,0,L2 Wrong hole,2,L5 Walking,79,3,3,3.7974683544303796,3.7974683544303796,0.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,25,25.806451612903224,26.881720430107528,1.075268817204301
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,60,66.66666666666667,64.51612903225806,-2.150537634408602
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,1,L4 Changing direction,2,L5 Walking,93,7,8,7.526881720430108,8.602150537634408,1.075268817204301
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,2,L5 Walking,0,L2 Wrong hole,42,9,9,21.428571428571427,21.428571428571427,0.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,2,L5 Walking,1,L4 Changing direction,42,14,13,33.333333333333336,30.952380952380953,-2.380952380952381
attention_shuffle_L3,Attention shuffle L3,attention_intervention,run2,2,L5 Walking,2,L5 Walking,42,19,20,45.23809523809524,47.61904761904762,2.380952380952381
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,63,79.74683544303798,79.74683544303798,0.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,13,16.455696202531644,16.455696202531644,0.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,0,L2 Wrong hole,2,L5 Walking,79,3,3,3.7974683544303796,3.7974683544303796,0.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,24,25.806451612903224,25.806451612903224,0.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,62,66.66666666666667,66.66666666666667,0.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,1,L4 Changing direction,2,L5 Walking,93,7,7,7.526881720430108,7.526881720430108,0.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,2,L5 Walking,0,L2 Wrong hole,42,9,14,21.428571428571427,33.333333333333336,11.904761904761905
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,2,L5 Walking,1,L4 Changing direction,42,14,11,33.333333333333336,26.19047619047619,-7.142857142857143
attention_shuffle_L5,Attention shuffle L5,attention_intervention,run2,2,L5 Walking,2,L5 Walking,42,19,17,45.23809523809524,40.476190476190474,-4.761904761904762
structure_no_conv,Full vs NoConv,structural_ablation,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,53,79.74683544303798,67.0886075949367,-12.658227848101266
structure_no_conv,Full vs NoConv,structural_ablation,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,16,16.455696202531644,20.253164556962027,3.7974683544303796
structure_no_conv,Full vs NoConv,structural_ablation,run2,0,L2 Wrong hole,2,L5 Walking,79,3,10,3.7974683544303796,12.658227848101266,8.860759493670885
structure_no_conv,Full vs NoConv,structural_ablation,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,30,25.806451612903224,32.25806451612903,6.451612903225806
structure_no_conv,Full vs NoConv,structural_ablation,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,42,66.66666666666667,45.16129032258065,-21.50537634408602
structure_no_conv,Full vs NoConv,structural_ablation,run2,1,L4 Changing direction,2,L5 Walking,93,7,21,7.526881720430108,22.580645161290324,15.053763440860216
structure_no_conv,Full vs NoConv,structural_ablation,run2,2,L5 Walking,0,L2 Wrong hole,42,9,15,21.428571428571427,35.714285714285715,14.285714285714286
structure_no_conv,Full vs NoConv,structural_ablation,run2,2,L5 Walking,1,L4 Changing direction,42,14,3,33.333333333333336,7.142857142857143,-26.19047619047619
structure_no_conv,Full vs NoConv,structural_ablation,run2,2,L5 Walking,2,L5 Walking,42,19,24,45.23809523809524,57.142857142857146,11.904761904761905
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,50,79.74683544303798,63.29113924050633,-16.455696202531644
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,21,16.455696202531644,26.582278481012658,10.126582278481013
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,0,L2 Wrong hole,2,L5 Walking,79,3,8,3.7974683544303796,10.126582278481013,6.329113924050633
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,15,25.806451612903224,16.129032258064516,-9.67741935483871
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,63,66.66666666666667,67.74193548387096,1.075268817204301
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,1,L4 Changing direction,2,L5 Walking,93,7,15,7.526881720430108,16.129032258064516,8.602150537634408
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,2,L5 Walking,0,L2 Wrong hole,42,9,8,21.428571428571427,19.047619047619047,-2.380952380952381
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,2,L5 Walking,1,L4 Changing direction,42,14,13,33.333333333333336,30.952380952380953,-2.380952380952381
structure_no_lstm,Full vs NoLSTM,structural_ablation,run2,2,L5 Walking,2,L5 Walking,42,19,21,45.23809523809524,50.0,4.761904761904762
structure_no_attention,Full vs NoAttention,structural_ablation,run2,0,L2 Wrong hole,0,L2 Wrong hole,79,63,48,79.74683544303798,60.75949367088607,-18.9873417721519
structure_no_attention,Full vs NoAttention,structural_ablation,run2,0,L2 Wrong hole,1,L4 Changing direction,79,13,22,16.455696202531644,27.848101265822784,11.39240506329114
structure_no_attention,Full vs NoAttention,structural_ablation,run2,0,L2 Wrong hole,2,L5 Walking,79,3,9,3.7974683544303796,11.39240506329114,7.594936708860759
structure_no_attention,Full vs NoAttention,structural_ablation,run2,1,L4 Changing direction,0,L2 Wrong hole,93,24,18,25.806451612903224,19.35483870967742,-6.451612903225806
structure_no_attention,Full vs NoAttention,structural_ablation,run2,1,L4 Changing direction,1,L4 Changing direction,93,62,56,66.66666666666667,60.215053763440864,-6.451612903225806
structure_no_attention,Full vs NoAttention,structural_ablation,run2,1,L4 Changing direction,2,L5 Walking,93,7,19,7.526881720430108,20.43010752688172,12.903225806451612
structure_no_attention,Full vs NoAttention,structural_ablation,run2,2,L5 Walking,0,L2 Wrong hole,42,9,6,21.428571428571427,14.285714285714286,-7.142857142857143
structure_no_attention,Full vs NoAttention,structural_ablation,run2,2,L5 Walking,1,L4 Changing direction,42,14,13,33.333333333333336,30.952380952380953,-2.380952380952381
structure_no_attention,Full vs NoAttention,structural_ablation,run2,2,L5 Walking,2,L5 Walking,42,19,23,45.23809523809524,54.76190476190476,9.523809523809524
