condition,target_raw_label,drop_accuracy_mean,drop_recall_mean,drop_f1_mean,drop_c0_mean,drop_c1_mean,drop_c2_mean,drop_c3_mean,drop_c4_mean,drop_accuracy_sd,drop_recall_sd,drop_f1_sd,drop_c0_sd,drop_c1_sd,drop_c2_sd,drop_c3_sd,drop_c4_sd
Ablate L1,1,0.2314814814814857,0.15266162219567528,0.1406748937055653,0.0,-0.6172839506172872,0.0,1.0752688172043037,0.0,0.4009376869372474,0.26441768600879423,0.24365606324739034,0.0,1.0691671651659795,0.0,1.862420223192346,0.0
Ablate L2,2,-0.36681404034294474,-0.402362533328386,-0.2806963069447666,0.0,-0.6694531913830085,0.0,0.6685059422750422,1.2061403508771988,1.5964822137009973,1.281623060709363,1.628283252626314,0.0,3.003650165467469,0.0,2.0364393384863613,1.1552251921987697
Ablate L3,3,0.2314814814814857,0.17921146953405298,0.2420686657974803,0.0,0.0,0.0,0.5376344086021542,0.0,0.4009376869372474,0.31040337053206174,0.41927522808164636,0.0,0.0,0.0,0.9312101115961771,0.0
Ablate L4,4,0.3572478314978487,0.25584795321637915,0.3483576217359854,0.0,0.7675438596491185,0.0,0.7675438596491233,0.7675438596491185,0.31852382655646666,0.22825285081865684,0.3502142600240233,0.0,0.684758552455958,0.0,0.6847585524559671,0.6847585524559614
Ablate L5,5,0.6130278981632623,0.4385964912280637,0.5191098698855825,0.0,1.31578947368421,0.0,1.31578947368421,1.3157894736842077,0.9437959822144489,1.35827330111167,1.5589780162294882,0.0,0.569753555121341,0.0,0.569753555121341,4.074819903335027
