condition,target_raw_label,drop_accuracy_mean,drop_recall_mean,drop_f1_mean,drop_c0_mean,drop_c1_mean,drop_c2_mean,drop_c3_mean,drop_c4_mean,drop_accuracy_sd,drop_recall_sd,drop_f1_sd,drop_c0_sd,drop_c1_sd,drop_c2_sd,drop_c3_sd,drop_c4_sd
Ablate L1,1,-0.0032603025560717924,-0.061013591479536444,-0.03909298823710117,0.0,-1.2583095916429272,0.0,1.0752688172043037,0.0,0.6993405980849806,0.5520398696830543,0.48185499306695095,0.0,1.0903098293642024,0.0,1.862420223192346,0.0
Ablate L2,2,-0.5502747352201945,-0.5794880394012646,-0.3194793437062297,0.0,-1.2008297096016396,0.0,0.7781550650820606,1.3157894736842148,1.8206761800772462,1.4524494786392417,1.912048736133745,0.0,3.681287724361464,0.0,2.495017617162582,1.6447368421052673
Ablate L3,3,0.2314814814814857,0.17921146953405298,0.2420686657974803,0.0,0.0,0.0,0.5376344086021542,0.0,0.4009376869372474,0.31040337053206174,0.41927522808164636,0.0,0.0,0.0,0.9312101115961771,0.0
Ablate L4,4,0.5106220646266783,0.3654970760233927,0.502911543737587,0.0,1.0964912280701686,0.0,1.0964912280701828,1.0964912280701757,0.3189752015759448,0.22825285081866026,0.33793401700847175,0.0,0.6847585524559592,0.0,0.6847585524559557,0.6847585524559574
Ablate L5,5,0.6133405877313152,0.4385964912280637,0.47546918101062374,0.0,1.31578947368421,0.0,1.3157894736842148,1.3157894736842124,0.8768265759468282,1.277469663446255,1.5002055512206036,0.0,0.8703129312712555,0.0,0.8703129312712368,3.83240899033877
