comparison_id,comparison_label,comparison_family,target_label,intervention_condition,baseline_architecture,intervention_architecture,stage,fold,scope,class_id,class_label,n,CC,CW,WC,WW,baseline_correct_n,baseline_wrong_n,damage_rate_percent,recovery_rate_percent,net_correct_change,baseline_accuracy_percent,intervention_accuracy_percent,accuracy_delta_pp,discordant_n,mcnemar_exact_p,mcnemar_bh_q
mask_max_L1,Maximum mask L1,input_mask,1.0,maximum,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run1,fold03,overall,-1,All stage samples,326,262,12,3,49,274,52,4.37956204379562,5.769230769230769,-9,84.04907975460122,81.28834355828221,-2.7607361963190185,15,0.03515625,0.5348792442908654
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,123,12,3,14,135,17,8.88888888888889,17.647058823529413,-9,88.8157894736842,82.89473684210526,-5.921052631578948,15,0.03515625,0.5348792442908654
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run1,fold03,overall,-1,All stage samples,326,274,0,1,51,274,52,0.0,1.9230769230769231,1,84.04907975460122,84.3558282208589,0.3067484662576687,1,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,135,0,0,17,135,17,0.0,0.0,0,88.8157894736842,88.8157894736842,0.0,0,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,1,11,28,12,0.0,8.333333333333334,1,70.0,72.5,2.5,1,1.0,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run1,fold03,overall,-1,All stage samples,326,268,6,3,49,274,52,2.18978102189781,5.769230769230769,-3,84.04907975460122,83.12883435582822,-0.9202453987730062,9,0.5078125,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,129,6,3,14,135,17,4.444444444444445,17.647058823529413,-3,88.8157894736842,86.84210526315789,-1.9736842105263157,9,0.5078125,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run1,fold03,overall,-1,All stage samples,326,265,9,3,49,274,52,3.2846715328467155,5.769230769230769,-6,84.04907975460122,82.20858895705521,-1.8404907975460123,12,0.14599609375,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,126,9,3,14,135,17,6.666666666666667,17.647058823529413,-6,88.8157894736842,84.86842105263158,-3.9473684210526314,12,0.14599609375,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run1,fold03,overall,-1,All stage samples,326,267,7,0,52,274,52,2.5547445255474455,0.0,-7,84.04907975460122,81.90184049079754,-2.147239263803681,7,0.015625,0.375
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,128,7,0,17,135,17,5.185185185185185,0.0,-7,88.8157894736842,84.21052631578948,-4.605263157894737,7,0.015625,0.375
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run1,fold03,overall,-1,All stage samples,326,274,0,0,52,274,52,0.0,0.0,0,84.04907975460122,84.04907975460122,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,135,0,0,17,135,17,0.0,0.0,0,88.8157894736842,88.8157894736842,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run1,fold03,overall,-1,All stage samples,326,267,7,3,49,274,52,2.5547445255474455,5.769230769230769,-4,84.04907975460122,82.82208588957056,-1.2269938650306749,10,0.34375,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,128,7,3,14,135,17,5.185185185185185,17.647058823529413,-4,88.8157894736842,86.1842105263158,-2.6315789473684212,10,0.34375,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run1,fold03,overall,-1,All stage samples,326,249,25,5,47,274,52,9.124087591240876,9.615384615384615,-20,84.04907975460122,77.91411042944786,-6.134969325153374,30,0.0003249142318964005,0.021834236383438115
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,110,25,5,12,135,17,18.51851851851852,29.41176470588235,-20,88.8157894736842,75.65789473684211,-13.157894736842104,30,0.0003249142318964005,0.021834236383438115
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run1,fold03,overall,-1,All stage samples,326,274,0,1,51,274,52,0.0,1.9230769230769231,1,84.04907975460122,84.3558282208589,0.3067484662576687,1,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,135,0,0,17,135,17,0.0,0.0,0,88.8157894736842,88.8157894736842,0.0,0,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,1,11,28,12,0.0,8.333333333333334,1,70.0,72.5,2.5,1,1.0,1.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run1,fold03,overall,-1,All stage samples,326,250,24,7,45,274,52,8.75912408759124,13.461538461538462,-17,84.04907975460122,78.83435582822086,-5.214723926380368,31,0.003326892852783203,0.15969085693359375
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run1,fold03,true_class,0,L1 Hole exploration,134,111,0,0,23,111,23,0.0,0.0,0,82.83582089552239,82.83582089552239,0.0,0,1.0,1.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run1,fold03,true_class,1,Gate: L2/L4/L5,152,111,24,7,10,135,17,17.77777777777778,41.1764705882353,-17,88.8157894736842,77.63157894736842,-11.18421052631579,31,0.003326892852783203,0.15969085693359375
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run1,fold03,true_class,2,L3 Hesitating,40,28,0,0,12,28,12,0.0,0.0,0,70.0,70.0,0.0,0,1.0,1.0
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run1,fold03,overall,-1,All stage samples,326,224,50,29,23,274,52,18.248175182481752,55.76923076923077,-21,84.04907975460122,77.60736196319019,-6.441717791411043,79,0.02381979285800128,0.44463613334935725
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run1,fold03,true_class,0,L1 Hole exploration,134,94,17,14,9,111,23,15.315315315315315,60.869565217391305,-3,82.83582089552239,80.59701492537313,-2.2388059701492535,31,0.720100131817162,1.0
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run1,fold03,true_class,1,Gate: L2/L4/L5,152,103,32,7,10,135,17,23.703703703703702,41.1764705882353,-25,88.8157894736842,72.36842105263158,-16.44736842105263,39,7.025478407740593e-05,0.021834236383438115
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run1,fold03,true_class,2,L3 Hesitating,40,27,1,8,4,28,12,3.5714285714285716,66.66666666666667,7,70.0,87.5,17.5,9,0.0390625,0.5348792442908654
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run1,fold03,overall,-1,All stage samples,326,230,44,24,28,274,52,16.05839416058394,46.15384615384615,-20,84.04907975460122,77.91411042944786,-6.134969325153374,68,0.02052693371370707,0.40570880751797506
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run1,fold03,true_class,0,L1 Hole exploration,134,97,14,7,16,111,23,12.612612612612613,30.434782608695652,-7,82.83582089552239,77.61194029850746,-5.223880597014926,21,0.18924713134765625,1.0
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run1,fold03,true_class,1,Gate: L2/L4/L5,152,109,26,11,6,135,17,19.25925925925926,64.70588235294117,-15,88.8157894736842,78.94736842105263,-9.868421052631579,37,0.020073851919732988,0.40570880751797506
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run1,fold03,true_class,2,L3 Hesitating,40,24,4,6,6,28,12,14.285714285714286,50.0,2,70.0,75.0,5.0,10,0.75390625,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run1,fold03,overall,-1,All stage samples,326,244,30,31,21,274,52,10.94890510948905,59.61538461538461,1,84.04907975460122,84.3558282208589,0.3067484662576687,61,1.0,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run1,fold03,true_class,0,L1 Hole exploration,134,102,9,11,12,111,23,8.108108108108109,47.82608695652174,2,82.83582089552239,84.32835820895522,1.492537313432836,20,0.8238029479980469,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run1,fold03,true_class,1,Gate: L2/L4/L5,152,114,21,15,2,135,17,15.555555555555555,88.23529411764706,-6,88.8157894736842,84.86842105263158,-3.9473684210526314,36,0.4050322461407632,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run1,fold03,true_class,2,L3 Hesitating,40,28,0,5,7,28,12,0.0,41.666666666666664,5,70.0,82.5,12.5,5,0.0625,0.675
mask_max_L1,Maximum mask L1,input_mask,1.0,maximum,full,full,run2,fold03,overall,-1,All stage samples,71,44,3,1,23,47,24,6.382978723404255,4.166666666666667,-2,66.19718309859155,63.38028169014085,-2.816901408450704,4,0.625,1.0
mask_max_L1,Maximum mask L1,input_mask,1.0,maximum,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,19,1,0,6,20,6,5.0,0.0,-1,76.92307692307692,73.07692307692308,-3.8461538461538463,1,1.0,1.0
mask_max_L1,Maximum mask L1,input_mask,1.0,maximum,full,full,run2,fold03,true_class,1,L4 Changing direction,31,21,2,0,8,23,8,8.695652173913043,0.0,-2,74.19354838709677,67.74193548387096,-6.451612903225806,2,0.5,1.0
mask_max_L1,Maximum mask L1,input_mask,1.0,maximum,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,1,9,4,10,0.0,10.0,1,28.571428571428573,35.714285714285715,7.142857142857143,1,1.0,1.0
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run2,fold03,overall,-1,All stage samples,71,45,2,0,24,47,24,4.25531914893617,0.0,-2,66.19718309859155,63.38028169014085,-2.816901408450704,2,0.5,1.0
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,18,2,0,6,20,6,10.0,0.0,-2,76.92307692307692,69.23076923076923,-7.6923076923076925,2,0.5,1.0
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
mask_max_L2,Maximum mask L2,input_mask,2.0,maximum,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run2,fold03,overall,-1,All stage samples,71,47,0,0,24,47,24,0.0,0.0,0,66.19718309859155,66.19718309859155,0.0,0,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,20,0,0,6,20,6,0.0,0.0,0,76.92307692307692,76.92307692307692,0.0,0,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
mask_max_L3,Maximum mask L3,input_mask,3.0,maximum,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run2,fold03,overall,-1,All stage samples,71,46,1,1,23,47,24,2.127659574468085,4.166666666666667,0,66.19718309859155,66.19718309859155,0.0,2,1.0,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,19,1,1,5,20,6,5.0,16.666666666666668,0,76.92307692307692,76.92307692307692,0.0,2,1.0,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
mask_max_L4,Maximum mask L4,input_mask,4.0,maximum,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run2,fold03,overall,-1,All stage samples,71,47,0,0,24,47,24,0.0,0.0,0,66.19718309859155,66.19718309859155,0.0,0,1.0,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,20,0,0,6,20,6,0.0,0.0,0,76.92307692307692,76.92307692307692,0.0,0,1.0,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
mask_max_L5,Maximum mask L5,input_mask,5.0,maximum,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run2,fold03,overall,-1,All stage samples,71,47,0,0,24,47,24,0.0,0.0,0,66.19718309859155,66.19718309859155,0.0,0,1.0,1.0
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,20,0,0,6,20,6,0.0,0.0,0,76.92307692307692,76.92307692307692,0.0,0,1.0,1.0
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
attention_zero_L2,Attention zero L2,attention_intervention,2.0,attention_zero,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run2,fold03,overall,-1,All stage samples,71,47,0,0,24,47,24,0.0,0.0,0,66.19718309859155,66.19718309859155,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,20,0,0,6,20,6,0.0,0.0,0,76.92307692307692,76.92307692307692,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
attention_zero_L3,Attention zero L3,attention_intervention,3.0,attention_zero,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run2,fold03,overall,-1,All stage samples,71,47,0,0,24,47,24,0.0,0.0,0,66.19718309859155,66.19718309859155,0.0,0,1.0,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,20,0,0,6,20,6,0.0,0.0,0,76.92307692307692,76.92307692307692,0.0,0,1.0,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
attention_zero_L5,Attention zero L5,attention_intervention,5.0,attention_zero,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run2,fold03,overall,-1,All stage samples,71,45,2,2,22,47,24,4.25531914893617,8.333333333333334,0,66.19718309859155,66.19718309859155,0.0,4,1.0,1.0
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,19,1,1,5,20,6,5.0,16.666666666666668,0,76.92307692307692,76.92307692307692,0.0,2,1.0,1.0
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run2,fold03,true_class,1,L4 Changing direction,31,22,1,0,8,23,8,4.3478260869565215,0.0,-1,74.19354838709677,70.96774193548387,-3.225806451612903,1,1.0,1.0
attention_shuffle_L2,Attention shuffle L2,attention_intervention,2.0,attention_shuffle,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,1,9,4,10,0.0,10.0,1,28.571428571428573,35.714285714285715,7.142857142857143,1,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run2,fold03,overall,-1,All stage samples,71,47,0,1,23,47,24,0.0,4.166666666666667,1,66.19718309859155,67.6056338028169,1.408450704225352,1,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,20,0,0,6,20,6,0.0,0.0,0,76.92307692307692,76.92307692307692,0.0,0,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
attention_shuffle_L3,Attention shuffle L3,attention_intervention,3.0,attention_shuffle,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,1,9,4,10,0.0,10.0,1,28.571428571428573,35.714285714285715,7.142857142857143,1,1.0,1.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run2,fold03,overall,-1,All stage samples,71,47,0,2,22,47,24,0.0,8.333333333333334,2,66.19718309859155,69.01408450704226,2.816901408450704,2,0.5,1.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run2,fold03,true_class,0,L2 Wrong hole,26,20,0,0,6,20,6,0.0,0.0,0,76.92307692307692,76.92307692307692,0.0,0,1.0,1.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run2,fold03,true_class,1,L4 Changing direction,31,23,0,0,8,23,8,0.0,0.0,0,74.19354838709677,74.19354838709677,0.0,0,1.0,1.0
attention_shuffle_L5,Attention shuffle L5,attention_intervention,5.0,attention_shuffle,full,full,run2,fold03,true_class,2,L5 Walking,14,4,0,2,8,4,10,0.0,20.0,2,28.571428571428573,42.857142857142854,14.285714285714286,2,0.5,1.0
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run2,fold03,overall,-1,All stage samples,71,34,13,5,19,47,24,27.659574468085108,20.833333333333332,-8,66.19718309859155,54.929577464788736,-11.267605633802816,18,0.09625244140625,0.8506584946925825
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run2,fold03,true_class,0,L2 Wrong hole,26,17,3,4,2,20,6,15.0,66.66666666666667,1,76.92307692307692,80.76923076923077,3.8461538461538463,7,1.0,1.0
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run2,fold03,true_class,1,L4 Changing direction,31,14,9,0,8,23,8,39.130434782608695,0.0,-9,74.19354838709677,45.16129032258065,-29.032258064516128,9,0.00390625,0.1640625
structure_no_conv,Full vs NoConv,structural_ablation,,baseline,full,no_conv,run2,fold03,true_class,2,L5 Walking,14,3,1,1,9,4,10,25.0,10.0,0,28.571428571428573,28.571428571428573,0.0,2,1.0,1.0
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run2,fold03,overall,-1,All stage samples,71,40,7,8,16,47,24,14.893617021276595,33.333333333333336,1,66.19718309859155,67.6056338028169,1.408450704225352,15,1.0,1.0
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run2,fold03,true_class,0,L2 Wrong hole,26,17,3,3,3,20,6,15.0,50.0,0,76.92307692307692,76.92307692307692,0.0,6,1.0,1.0
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run2,fold03,true_class,1,L4 Changing direction,31,19,4,3,5,23,8,17.391304347826086,37.5,-1,74.19354838709677,70.96774193548387,-3.225806451612903,7,1.0,1.0
structure_no_lstm,Full vs NoLSTM,structural_ablation,,baseline,full,no_lstm,run2,fold03,true_class,2,L5 Walking,14,4,0,2,8,4,10,0.0,20.0,2,28.571428571428573,42.857142857142854,14.285714285714286,2,0.5,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run2,fold03,overall,-1,All stage samples,71,35,12,5,19,47,24,25.53191489361702,20.833333333333332,-7,66.19718309859155,56.33802816901409,-9.859154929577464,17,0.143463134765625,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run2,fold03,true_class,0,L2 Wrong hole,26,15,5,2,4,20,6,25.0,33.333333333333336,-3,76.92307692307692,65.38461538461539,-11.538461538461538,7,0.453125,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run2,fold03,true_class,1,L4 Changing direction,31,16,7,3,5,23,8,30.434782608695652,37.5,-4,74.19354838709677,61.29032258064516,-12.903225806451612,10,0.34375,1.0
structure_no_attention,Full vs NoAttention,structural_ablation,,baseline,full,no_attention,run2,fold03,true_class,2,L5 Walking,14,4,0,0,10,4,10,0.0,0.0,0,28.571428571428573,28.571428571428573,0.0,0,1.0,1.0
