protocol,architecture,display_name,n_folds,accuracy_mean,accuracy_sd,recall_mean,recall_sd,f1_mean,f1_sd,c0_mean,c0_sd,c1_mean,c1_sd,c2_mean,c2_sd,c3_mean,c3_sd,c4_mean,c4_sd
coherent legacy-hierarchical three-fold,full,Full,3,74.7028212291495,0.6988145891615127,71.85233257400769,1.8186843812186273,72.80490146267857,1.2215593969642595,81.59203980099501,2.8253275352240106,82.40615784475433,0.4014382900422574,72.80487804878048,11.06266289870888,75.87719298245615,5.369902529781165,65.16290726817043,5.932292808102783
coherent legacy-hierarchical three-fold,no_conv,NoConv,3,67.28279430202683,0.9692891023007385,67.73574884393776,2.044243700243714,66.02440655122956,2.21835201623436,81.34328358208955,0.7462686567164241,72.10507572349677,4.670900641853893,78.5569105691057,7.798762212581166,61.06748726655348,3.653538347143176,67.05827067669173,14.843748837740328
coherent legacy-hierarchical three-fold,no_lstm,NoLSTM,3,69.20152465378145,3.749956516537647,67.41531058463141,3.5459258251018593,67.63654813366021,2.9110326094868353,76.3681592039801,1.139944202725335,70.04860798720448,7.119959799347104,70.28455284552847,4.579805485254605,72.24816072439162,2.7658495913616723,63.377192982456144,6.385504161553326
coherent legacy-hierarchical three-fold,no_attention,NoAttention,3,71.0444164080812,1.3864065791562967,69.85428756293135,3.669783048705027,69.54862926725116,2.266906141286562,82.83582089552239,2.5851504590580308,72.62801769380717,3.293178633630474,76.0569105691057,5.589948239176869,72.32243916242219,3.1151675151003877,69.59586466165412,17.49963657424496
